il,ilce,istasyon,istNo,veriZamani_UTC,hadise,sicaklik_C,hissedilenSicaklik_C,nem_%,ruzgarYonu_derece,ruzgarHiz_kmh,aktuelBasinc_hPa,denizeIndirgenmisBasinc_hPa,gorus_m,kapalilik_okta,yagis10dk_mm,yagis00danSuana_mm,yagis1saat_mm,yagis6saat_mm,yagis12saat_mm,yagis24saat_mm,karYukseklik_cm,denizSicaklik_C,yasTermometreSicakligi_C,calismaZamani_UTC
Ankara,Etimesgut,ETİMESGUT HAVALİMANI,17129,2026-08-17T18:10:00.000Z,Az Bulutlu,22.2,22.2,50,329,20.88,919.5,1013.1,10000,2,0,0,0,0,0,0,,,15.59,2026-08-17T18:44:17+00:00
Ankara,Keçiören,ANKARA BÖLGE,17130,2026-08-17T18:24:00.000Z,Az Bulutlu,21.9,21.9,56,21,11.16,910.3,1006.2,20000,2,0,0,0,0,0,0,,,16.17,2026-08-17T18:44:17+00:00
Ankara,Yenimahalle,ANKARA GÜVERCİNLİK HAVALİMANI,17131,2026-08-17T18:10:00.000Z,Parçalı Bulutlu,22.1,22.1,54,15,10.44,918.4,1013.3,10000,3,0,0,0,0,0,0,,,16.07,2026-08-17T18:44:17+00:00
Ankara,Gölbaşı,GÖLBAŞI/UFUK DANIŞMENT,17134,2026-08-17T18:24:00.000Z,Az Bulutlu,22.9,22.9,58,49,7.2,888.8,,75000,,0,0.1,0,0.1,0.1,0.1,,,17.34,2026-08-17T18:44:17+00:00
Ankara,Elmadağ,ELMADAĞ RADAR SAHASI,17137,2026-08-17T18:22:00.000Z,Az Bulutlu,14.2,14.2,74,344,24.840000000000003,,,,,0,0,0,0,0,0,,,11.31,2026-08-17T18:44:17+00:00
Ankara,Polatlı,POLATLI TİGEM,17651,2026-08-17T18:24:00.000Z,Açık,20.3,20.3,55,337,9,905.7,1006.7,,,0,0,0,0,0,0,,,14.63,2026-08-17T18:44:17+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM,17664,2026-08-17T18:24:00.000Z,Açık,18.2,18.2,76,311,9.360000000000001,895.4,1007.2,75000,,0,0,0,0,0,0,,,15.32,2026-08-17T18:44:17+00:00
Ankara,Nallıhan,NALLIHAN,17679,2026-08-17T18:24:00.000Z,Açık,20.3,20.3,97,290,5.760000000000001,935.5,1006.9,,,0,1,0,0.6,1,1,,,19.94,2026-08-17T18:44:17+00:00
Ankara,Beypazarı,BEYPAZARI,17680,2026-08-17T18:24:00.000Z,Açık,20.9,20.9,70,121,1.08,932.8,1007.7,,,0,0.2,0,0.2,0.2,0.2,,,17.12,2026-08-17T18:44:17+00:00
Ankara,Elmadağ,ELMADAĞ BARUTSAN FABRİKASI,17715,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,21.7,21.7,62,2,7.920000000000001,887.5,1004.5,,,0,0,0,0,0,0,,,16.81,2026-08-17T18:44:17+00:00
Ankara,Polatlı,POLATLI,17728,2026-08-17T18:24:00.000Z,Açık,22.1,22.1,51,24,5.4,911,1006.1,75000,,0,0,0,0,0,0,,,15.65,2026-08-17T18:44:17+00:00
Ankara,Bala,BALA,17729,2026-08-17T18:25:00.000Z,Açık,18.8,18.8,61,0,6.84,873.5,1006.2,75000,,0,3,0,3,3,3,,,14.06,2026-08-17T18:44:17+00:00
Ankara,Şereflikoçhisar,ŞEREFLİKOÇHİSAR,17731,2026-08-17T18:24:00.000Z,Çok Bulutlu,24.7,24.7,41,18,5.760000000000001,907.7,1005.3,,,0,0,0,0,0,0,,,16.31,2026-08-17T18:44:17+00:00
Ankara,Haymana,HAYMANA TARIM,17733,2026-08-17T18:24:00.000Z,Açık,19.6,19.6,55,313,9.360000000000001,892.2,1006.7,,,0,0,0,0,0,0,,,14.01,2026-08-17T18:44:17+00:00
Ankara,Sincan,SİNCAN/TEMELLİ,17759,2026-08-17T18:24:00.000Z,Az Bulutlu,19.5,19.5,57,314,7.920000000000001,926.5,1008.3,,,0,0,0,0,0,0,,,14.18,2026-08-17T18:44:17+00:00
Ankara,Elmadağ,ELMADAĞ/YEŞİLDERE,17987,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,16.8,16.8,63,342,15.48,829.9,1006.6,,,0,0,0,0,0,0,,,12.49,2026-08-17T18:44:17+00:00
Ankara,Ayaş,AYAŞ,18045,2026-08-17T18:24:00.000Z,Açık,20.7,20.7,60,9,5.4,931.8,1005.1,,,0,0,0,0,0,0,,,15.64,2026-08-17T18:44:17+00:00
Ankara,Çankaya,ÇANKAYA/TBMM,18046,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,21,21,59,348,3.24,906.2,1006,75000,,0,0,0,0,0,0,,,15.78,2026-08-17T18:44:17+00:00
Ankara,Keçiören,KEÇİÖREN/BAĞLUM,18072,2026-08-17T18:24:00.000Z,Açık,16.1,16.1,71,37,12.96,850.8,1004.6,,,0,0,0,0,0,0,,,12.76,2026-08-17T18:44:17+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/KURTBOĞAZI BARAJI,18073,2026-08-17T18:24:00.000Z,Az Bulutlu,18.5,18.5,69,352,16.2,896.7,1008.4,,,0,0,0,0,0,0,,,14.76,2026-08-17T18:44:17+00:00
Ankara,Mamak,MAMAK/BAYINDIR BARAJI,18074,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,20.9,20.9,56,342,15.840000000000002,900.1,1008.8,,,0,0,0,0,0,0,,,15.29,2026-08-17T18:44:17+00:00
Ankara,Çamlıdere,ÇAMLIDERE ORMAN İŞLETME MÜDÜRLÜĞÜ,18075,2026-08-17T18:24:00.000Z,Açık,14.8,14.8,83,10,5.4,873.2,1009.3,,,0,5.1,0,0.2,5.1,5.1,,,12.87,2026-08-17T18:44:17+00:00
Ankara,Kalecik,KALECİK,18076,2026-08-17T18:23:00.000Z,Parçalı Bulutlu,23.4,23.4,51,288,4.32,932.1,1008.4,,,0,0,0,0,0,0,,,16.77,2026-08-17T18:44:17+00:00
Ankara,Güdül,GÜDÜL,18077,2026-08-17T18:24:00.000Z,Açık,22.5,22.5,73,77,8.28,928.1,1007.8,,,0,0,0,0,0,0,,,19.01,2026-08-17T18:44:17+00:00
Ankara,Polatlı,POLATLI/ACIKIR,18078,2026-08-17T18:24:00.000Z,Az Bulutlu,21.6,21.6,53,334,16.56,915.6,,,,0,0,0,0,0,0,,,15.49,2026-08-17T18:44:17+00:00
Ankara,Akyurt,AKYURT,18240,2026-08-17T18:24:00.000Z,Az Bulutlu,18.9,18.9,67,121,10.44,,,,,0,0,0,0,0,0,,,14.89,2026-08-17T18:44:17+00:00
Ankara,Çamlıdere,ÇAMLIDERE/ÇAMKORU,18241,2026-08-17T18:24:00.000Z,Açık,11.3,11.3,100,330,2.16,858.1,1008.8,,,0,2.09,0,1.51,2.09,2.09,,,,2026-08-17T18:44:17+00:00
Ankara,Çubuk,ÇUBUK,18242,2026-08-17T18:24:00.000Z,Az Bulutlu,17.2,17.2,58,36,3.24,,,,,0,0,0,0,0,0,,,12.26,2026-08-17T18:44:17+00:00
Ankara,Pursaklar,PURSAKLAR,18243,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,20,20,58,6,18.720000000000002,,,,,0,0,0,0,0,0,,,14.75,2026-08-17T18:44:17+00:00
Ankara,Sincan,SİNCAN,18244,2026-08-17T18:24:00.000Z,Az Bulutlu,19.1,19.1,54,63,7.5600000000000005,,,20000,,0,0,0,0,0,0,,,13.44,2026-08-17T18:44:17+00:00
Ankara,Çankaya,ÇANKAYA/ÇALDAĞ,18256,2026-08-17T18:24:00.000Z,Az Bulutlu,19,19,70,8,14.76,,,,,0,0.62,0,0.62,0.62,0.62,,,15.35,2026-08-17T18:44:17+00:00
Ankara,Haymana,HAYMANA,18257,2026-08-17T18:24:00.000Z,Açık,18.8,18.8,64,29,16.2,,,,,0,0,0,0,0,0,,,14.43,2026-08-17T18:44:17+00:00
Ankara,Haymana,HAYMANA/DEVECİPINARI KÖYÜ,18593,2026-08-17T18:24:00.000Z,Açık,20.6,20.6,50,,,,,,,0,0,0,0,0,0,,,14.22,2026-08-17T18:44:17+00:00
Ankara,Haymana,HAYMANA/YENİCE BELDESİ,18594,2026-08-17T18:24:00.000Z,Açık,20.2,20.2,51,,,,,,,0,0,0,0,0,0,,,14.01,2026-08-17T18:44:17+00:00
Ankara,Gölbaşı,GÖLBAŞI/AHİBOZ KÖYÜ,18691,2026-08-17T18:24:00.000Z,Az Bulutlu,20.1,20.1,52,,,,,,,0,0,0,0,0,0,,,14.05,2026-08-17T18:44:17+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/SARAYKÖY TOPRAK,18903,2026-08-17T18:27:00.000Z,Az Bulutlu,18.5,18.5,80,40,6.12,910.2,1000.3,,,0,0,0,0,0,0,,,16.09,2026-08-17T18:44:17+00:00
Ankara,Beypazarı,BEYPAZARI/KIRBAŞI,18908,2026-08-17T18:23:00.000Z,Açık,18.9,18.9,67,203,4.680000000000001,,,,,0,0,0,0,0,0,,,14.89,2026-08-17T18:44:17+00:00
Ankara,Gölbaşı,GÖLBAŞI/YAĞLIPINAR KÖYÜ,18979,2026-08-17T18:24:00.000Z,Az Bulutlu,18.7,18.7,80,358,11.520000000000001,,,,,0,0,0,0,0,0,,,16.28,2026-08-17T18:44:17+00:00
Ankara,Bala,BALA/SOFULAR KÖYÜ,19004,2026-08-17T18:24:00.000Z,Çok Bulutlu,22.2,22.2,51,,,,,,,0,0,0,0,0,0,,,15.73,2026-08-17T18:44:17+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/GÜVEM BELDESİ,19005,2026-08-17T18:22:00.000Z,Açık,15.2,15.2,83,,,,,,,0,0.52,0,0.2,0.52,0.52,,,13.26,2026-08-17T18:44:17+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/YILDIRIM ORMAN SAHASI,19006,2026-08-17T18:24:00.000Z,Açık,13.3,13.3,100,3,3.6,,,,,0,0,0,0,0,0,,,,2026-08-17T18:44:17+00:00
Ankara,Altındağ,ALTINDAĞ/GENÇLİK PARKI,19202,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,22,22,62,310,3.24,,,16427,,0,0,0,0,0,0,,,17.08,2026-08-17T18:44:17+00:00
Ankara,Evren,EVREN,19203,2026-08-17T18:24:00.000Z,Çok Bulutlu,23.1,23.1,46,127,12.96,,,,,0,0,0,0,0,0,,,15.77,2026-08-17T18:44:17+00:00
Ankara,Polatlı,POLATLI/SARIOBA KÖYÜ,19204,2026-08-17T18:24:00.000Z,Açık,21.8,21.8,57,,,,,,,0,0,0,0,0,0,,,16.22,2026-08-17T18:44:17+00:00
Ankara,Nallıhan,NALLIHAN/SARIYAR,19205,2026-08-17T18:24:00.000Z,Açık,21.2,21.2,73,,,,,,,0,0.22,0,0.15,0.22,0.22,,,17.79,2026-08-17T18:44:17+00:00
Ankara,Bala,BALA/AŞAĞIHACIBEKİR KÖYÜ,19206,2026-08-17T18:24:00.000Z,Çok Bulutlu,23.8,23.8,48,,,,,,,0,0.04,0,0,0.04,0.04,,,16.66,2026-08-17T18:44:17+00:00
Ankara,Etimesgut,ETİMESGUT,19273,2026-08-17T18:23:00.000Z,Parçalı Bulutlu,20.8,20.8,56,3,9.360000000000001,,,75000,,0,0,0,0,0,0,,,15.2,2026-08-17T18:44:17+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN,19274,2026-08-17T18:23:00.000Z,Az Bulutlu,19.9,19.9,59,84,2.8800000000000003,,,67430,,0,0.22,0,0,0.22,0.22,,,14.79,2026-08-17T18:44:17+00:00
Ankara,Yenimahalle,YENİMAHALLE,19275,2026-08-17T18:23:00.000Z,Parçalı Bulutlu,22,22,55,48,6.12,915.3,1007.6,33780,,0,0.29,0,0.29,0.29,0.29,,,16.12,2026-08-17T18:44:17+00:00
Antalya,Muratpaşa,ANTALYA HAVALİMANI,17300,2026-08-17T18:10:00.000Z,Açık,27,28.3,59,347,11.520000000000001,1002.1,1008.7,10000,0,0,0,0,0,0,0,,,21.15,2026-08-17T18:44:17+00:00
Antalya,Muratpaşa,ANTALYA BÖLGE,17302,2026-08-17T18:23:00.000Z,Açık,27.8,30,65,347,5.4,1002.2,1007.5,,,0,0,0,0,0,0,,,22.79,2026-08-17T18:44:17+00:00
Antalya,Konyaaltı,KONYAALTI,17304,2026-08-17T18:24:00.000Z,Açık,26.8,29.1,72,70,2.52,,,,,0,0,0,0,0,0,,,22.91,2026-08-17T18:44:17+00:00
Antalya,Alanya,ALANYA,17310,2026-08-17T18:24:00.000Z,Az Bulutlu,28.6,31.7,68,25,1.8,1006.4,1007.1,20000,2,0,4.2,0,0,4.2,4.2,,30.2,23.99,2026-08-17T18:44:17+00:00
Antalya,Finike,FİNİKE,17375,2026-08-17T18:24:00.000Z,Çok Bulutlu,28.6,31.6,67,29,0.7200000000000001,1007.4,1007.6,20000,5,0,0,0,0,0,0,,29.6,23.83,2026-08-17T18:44:17+00:00
Antalya,Kaş,KAŞ,17380,2026-08-17T18:24:00.000Z,Açık,26.5,27.9,62,0,0,989.8,1006.8,20000,0,0,0,0,0,0,0,,27.9,21.15,2026-08-17T18:44:17+00:00
Antalya,Aksu,AKSU/BOZTEPE TİGEM,17895,2026-08-17T18:23:00.000Z,Açık,24.5,24.5,76,0,1.4400000000000002,,,,,0,0.2,0,0,0,0.4,,,21.3,2026-08-17T18:44:17+00:00
Antalya,Serik,SERİK/BELEK,17915,2026-08-17T18:24:00.000Z,Açık,26,28.4,78,338,5.04,1007.4,1008.1,,,0,0,0,0,0,0,,,23.01,2026-08-17T18:44:17+00:00
Antalya,Manavgat,MANAVGAT/TAŞAĞIL ORMAN SAHASI,17917,2026-08-17T18:19:00.000Z,Açık,24.9,24.9,77,322,7.2,1002.8,1008,,,0,0,0,0,0,0,,,21.82,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ,17926,2026-08-17T18:24:00.000Z,Açık,18.8,18.8,58,272,2.8800000000000003,898.3,1007.7,48460,,0,0,0,0,0,0,,,13.68,2026-08-17T18:44:17+00:00
Antalya,İbradı,İBRADI,17927,2026-08-17T18:23:00.000Z,Açık,17.7,17.7,72,310,4.32,896.3,1008.2,,,0,0,0,0,0,0,,,14.37,2026-08-17T18:44:17+00:00
Antalya,Kumluca,KUMLUCA,17951,2026-08-17T18:24:00.000Z,Açık,25.4,27.2,73,47,7.2,,,40060,,0,1.2,0,0,1.2,1.2,,,21.74,2026-08-17T18:44:17+00:00
Antalya,Elmalı,ELMALI,17952,2026-08-17T18:24:00.000Z,Az Bulutlu,19.7,19.7,81,289,1.8,888.3,1004.9,36350,,0,4.8,0,4.8,4.8,4.8,,,17.36,2026-08-17T18:44:17+00:00
Antalya,Kemer,ANTALYA/KEMER,17953,2026-08-17T18:24:00.000Z,Açık,25.9,28.6,83,0,0,1007.1,1008.2,,,0,0,0,0,0,0,,,23.61,2026-08-17T18:44:17+00:00
Antalya,Manavgat,MANAVGAT,17954,2026-08-17T18:24:00.000Z,Açık,26.6,28.1,63,333,2.16,1003.4,1007.7,39600,,0,0.5,0,0,0.5,0.5,,,21.39,2026-08-17T18:44:17+00:00
Antalya,Demre,DEMRE,17970,2026-08-17T18:24:00.000Z,Az Bulutlu,31.4,34.6,54,34,3.9600000000000004,1007.2,1010,48060,,0,0,0,0,0,0,,,24.22,2026-08-17T18:44:17+00:00
Antalya,Gazipaşa,GAZİPAŞA,17974,2026-08-17T18:24:00.000Z,Açık,26.3,28.3,72,111,2.52,1006,1008.4,,,0,2.4,0,0,2.4,2.4,,,22.44,2026-08-17T18:44:17+00:00
Antalya,Gazipaşa,ANTALYA GAZİPAŞA HAVALİMANI,17975,2026-08-17T18:05:00.000Z,Az Bulutlu,27.2,29.4,69,81,7.2,1006.1,1008.8,10000,2,,0,0,0,0,0,,,22.84,2026-08-17T18:44:17+00:00
Antalya,Döşemealtı,DAĞBELİ,18008,2026-08-17T18:24:00.000Z,Açık,18.1,18.1,75,180,1.8,921.2,1006.9,,,0,0.1,0,0.1,0.1,0.1,,,15.11,2026-08-17T18:44:17+00:00
Antalya,Kaş,KAŞ/ÇAVDIR ORMAN SAHASI,18009,2026-08-17T18:24:00.000Z,Açık,24.7,24.7,78,314,0,996.9,1004.8,,,0,0,0,0,0,0,,,21.77,2026-08-17T18:44:17+00:00
Antalya,Kaş,KAŞ/KASABA ORMAN SAHASI,18010,2026-08-17T18:24:00.000Z,Az Bulutlu,25.2,26.5,62,346,0.36000000000000004,983.4,1006.8,,,0,0,0,0,0,0,,,19.98,2026-08-17T18:44:17+00:00
Antalya,Manavgat,MANAVGAT/BEŞKONAK ORMAN SAHASI,18011,2026-08-17T18:24:00.000Z,Açık,20.2,20.2,83,300,2.52,993.3,1009.3,,,0,0.4,0,0.2,0.2,0.4,,,18.1,2026-08-17T18:44:17+00:00
Antalya,Gündoğmuş,GÜNDOĞMUŞ ORMAN DEPOSU,18012,2026-08-17T18:24:00.000Z,Açık,18.6,18.6,77,30,2.8800000000000003,907.1,1004.8,,,0,28.2,0,0,28.2,28.2,,,15.82,2026-08-17T18:44:17+00:00
Antalya,Serik,SERİK/GEBİZ ORMAN SAHASI,18014,2026-08-17T18:23:00.000Z,Açık,24,24,70,263,1.8,999,1007.8,,,0,1.1,0,1.1,1.1,1.1,,,20.01,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/BÜK ORMAN SAHASI,18015,2026-08-17T18:24:00.000Z,Açık,21.8,21.8,87,307,1.8,954.4,1008.1,,,0,0,0,0,0,0,,,20.16,2026-08-17T18:44:17+00:00
Antalya,Döşemealtı,DÖŞEMEALTI/NEBİLER ORMAN SAHASI,18016,2026-08-17T18:23:00.000Z,Açık,22.9,22.9,74,64,3.9600000000000004,976.1,1005.6,,,0,0,0,0,0,0,,,19.52,2026-08-17T18:44:17+00:00
Antalya,Akseki,AKSEKİ,18047,2026-08-17T18:24:00.000Z,Açık,18.4,18.4,69,21,16.56,895.5,1010,,,0,0.5,0,0.5,0.5,0.5,,,14.67,2026-08-17T18:44:17+00:00
Antalya,Elmalı,ELMALI ORMAN SAHASI,18305,2026-08-17T18:24:00.000Z,Az Bulutlu,17.6,17.6,76,59,4.680000000000001,869.2,1007.9,,,0,0,0,0,0,0,,,14.75,2026-08-17T18:44:17+00:00
Antalya,Serik,SERİK,18306,2026-08-17T18:24:00.000Z,Açık,25.1,25.1,,30,6.84,996,1006.6,,,0,0,0,0,0,0,,,,2026-08-17T18:44:17+00:00
Antalya,Döşemealtı,DÖŞEMEALTI/KARAİN HAVACILIK,18307,2026-08-17T18:24:00.000Z,Açık,22.5,22.5,74,1,6.48,973.8,1008,,,0,15.4,0,15.4,15.4,15.4,,,19.14,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/ÇOMAKLI MEVKİ,18609,2026-08-17T18:24:00.000Z,Açık,17.5,17.5,66,,,,,,,0,0.2,0,0,0,0.2,,,13.48,2026-08-17T18:44:17+00:00
Antalya,Akseki,AKSEKİ/CEVİZLİ TEKEBELİ MEVKİ,18610,2026-08-17T18:24:00.000Z,Açık,16.1,16.1,83,,,,,,,0,0.76,0,0.76,0.76,0.76,,,14.13,2026-08-17T18:44:17+00:00
Antalya,Gündoğmuş,GÜNDOĞMUŞ/BEDAN MEVKİ,18611,2026-08-17T18:24:00.000Z,Açık,16.4,16.4,83,,,,,,,0,1.31,0,0.72,1.31,1.31,,,14.42,2026-08-17T18:44:17+00:00
Antalya,Kumluca,KUMLUCA/AKDAĞ KOVUCAK MEVKİ,18612,2026-08-17T18:24:00.000Z,Açık,17.4,17.4,100,,,,,,,0,4.8,0,0,4.8,4.8,,,,2026-08-17T18:44:17+00:00
Antalya,Kaş,KAŞ/ORTABAĞ MEVKİ,18614,2026-08-17T18:24:00.000Z,Çok Bulutlu,18.3,18.3,76,,,,,,,0,0.97,0,0,0.97,0.97,,,15.42,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/KIZILCADAĞ MEVKİ,18615,2026-08-17T18:24:00.000Z,Açık,18.1,18.1,71,,,,,,,0,0.06,0,0,0,0.06,,,14.63,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/HACIYUSUFLAR MEVKİ,18617,2026-08-17T18:24:00.000Z,Az Bulutlu,17.2,17.2,74,,,,,,,0,0.2,0,0.2,0.2,0.2,,,14.14,2026-08-17T18:44:17+00:00
Antalya,Elmalı,ELMALI/BULANIK YAYLASI,18618,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,15.4,15.4,83,,,,,,,0,0,0,0,0,0,,,13.45,2026-08-17T18:44:17+00:00
Antalya,İbradı,İBRADI/GEMBOS OVASI,18619,2026-08-17T16:54:00.000Z,Açık,14.8,14.8,97,,,,,,,,1.99,,1.99,1.99,1.99,,,14.43,2026-08-17T18:44:17+00:00
Antalya,Kaş,KAŞ/YAYLAPALAMUT MEVKİ,18648,2026-08-17T18:24:00.000Z,Açık,14.8,14.8,86,,,,,,,0,0,0,0,0,0,,,13.2,2026-08-17T18:44:17+00:00
Antalya,Alanya,ALANYA/KEŞEFLİ,18837,2026-08-17T18:24:00.000Z,Açık,27.3,29.7,70,342,3.24,,,,,0,0,0,0,0,0,,,23.08,2026-08-17T18:44:17+00:00
Antalya,Alanya,ALANYA/OKURCALAR BELDESİ,18838,2026-08-17T18:24:00.000Z,Açık,26,28.5,79,8,5.04,,,,,0,0,0,0,0,0,,,23.15,2026-08-17T18:44:17+00:00
Antalya,Manavgat,MANAVGAT ORMAN SAHASI,18839,2026-08-17T18:24:00.000Z,Açık,18.7,18.7,92,346,14.04,,,,,0,2.79,0,0,2.79,2.79,,,17.73,2026-08-17T18:44:17+00:00
Antalya,Konyaaltı,AKDENİZ ÜNİVERSİTESİ,18955,2026-08-17T18:24:00.000Z,Açık,27,28.9,66,12,6.84,1003.9,1007.3,,,0,0,0,0,0,0,,,22.21,2026-08-17T18:44:17+00:00
Antalya,Finike,FİNİKE/SAKLISU,18996,2026-08-17T18:24:00.000Z,Az Bulutlu,26.2,28.1,71,251,8.64,,,,,0,0,0,0,0,0,,,22.2,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/BEĞİŞ KÖYÜ,19150,2026-08-17T18:24:00.000Z,Açık,19.2,19.2,69,,,,,,,0,0,0,0,0,0,,,15.41,2026-08-17T18:44:17+00:00
Antalya,Demre,DEMRE/ÇAĞMAN KÖYÜ,19151,2026-08-17T18:24:00.000Z,Az Bulutlu,22.3,22.3,66,,,,,,,0,11.11,0,0,11.11,11.11,,,17.89,2026-08-17T18:44:17+00:00
Antalya,Kemer,KEMER/OVACIK KÖYÜ,19152,2026-08-17T18:24:00.000Z,Açık,18.4,18.4,85,,,,,,,0,0.86,0,0.44,0.86,3.46,,,16.59,2026-08-17T18:44:17+00:00
Antalya,Gazipaşa,GAZİPAŞA/KARATEPE KÖYÜ,19153,2026-08-17T18:24:00.000Z,Açık,21.6,21.6,97,,,,,,,0,0.51,0,0,0.51,0.51,,,21.24,2026-08-17T18:44:17+00:00
Antalya,Alanya,ALANYA/TOSLAK,19154,2026-08-17T18:24:00.000Z,Açık,25.7,27.7,75,25,5.4,,,,,0,0.2,0,0.07,0.2,0.2,,,22.3,2026-08-17T18:44:17+00:00
Antalya,Kumluca,ANTALYA KUMLUCA RADAR SAHASI,19156,2026-08-17T18:20:00.000Z,Açık,20.9,20.9,68,279,14.76,,,,,0,0,0,0,0,0,,,16.86,2026-08-17T18:44:17+00:00
Antalya,Kepez,KEPEZ,19374,2026-08-17T18:23:00.000Z,Açık,27.2,29.1,66,353,8.28,,,,,0,0,0,0,0,0,,,22.39,2026-08-17T18:44:17+00:00
Antalya,Korkuteli,KORKUTELİ/BAYAT KÖYÜ,19914,2026-08-17T18:24:00.000Z,Açık,17.9,17.9,77,228,11.879999999999999,,,,,0,0,0,0,0,0,,,15.16,2026-08-17T18:44:17+00:00
Artvin,Hopa,HOPA,17042,2026-08-17T18:24:00.000Z,Çok Bulutlu,22.4,22.4,87,108,10.8,1007.8,1011.6,20000,7,0,1.6,0,1,1.5,1.6,,26.4,20.74,2026-08-17T18:44:17+00:00
Artvin,Merkez,ARTVİN,17045,2026-08-17T18:24:00.000Z,Çok Bulutlu,19.7,19.7,92,0,0,941.3,1009.9,20000,6,0,8.2,0,0.6,8,8.2,,,18.72,2026-08-17T18:44:17+00:00
Artvin,Yusufeli,YUSUFELİ,18216,2026-08-17T18:24:00.000Z,Açık,23.1,23.1,77,39,9,918.9,1004.1,,,0,0,0,0,0,0,,,20.11,2026-08-17T18:44:17+00:00
Artvin,Şavşat,ŞAVŞAT,18217,2026-08-17T18:23:00.000Z,Çok Bulutlu,17.6,17.6,100,112,1.8,885.1,1005.9,,,0,0,0,0,0,0.5,,,,2026-08-17T18:44:17+00:00
Artvin,Ardanuç,ARDANUÇ,18218,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,21.3,21.3,88,261,2.16,948.1,1012.1,,,0,0.5,0,0,0.2,0.9,,,19.8,2026-08-17T18:44:17+00:00
Artvin,Arhavi,ARHAVİ,18554,2026-08-17T18:24:00.000Z,Çok Bulutlu,20,20,100,86,9,,,,,0,7.63,0,1.87,7.63,7.7,,,,2026-08-17T18:44:17+00:00
Artvin,Borçka,BORÇKA,18555,2026-08-17T18:24:00.000Z,Çok Bulutlu,20.9,20.9,97,289,4.32,,,,,0,5.35,0,1.29,4.94,5.35,,,20.54,2026-08-17T18:44:17+00:00
Artvin,Murgul,MURGUL,18556,2026-08-17T18:24:00.000Z,Çok Bulutlu,19.7,19.7,87,168,2.16,,,,,0,5.3,0,1.7,4.6,5.4,,,18.1,2026-08-17T18:44:17+00:00
Artvin,Şavşat,ŞAVŞAT/ÇUKUR YAYLASI,18715,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,11.6,11.6,100,,,,,,,0,2.32,0,0.37,2.17,2.4,,,,2026-08-17T18:44:17+00:00
Artvin,Yusufeli,YUSUFELİ/DOKUMACILAR KÖYÜ,18716,2026-08-17T18:24:00.000Z,Parçalı Bulutlu,14.1,14.1,100,,,,,,,0,1.18,0,0,1.18,2.3,,,,2026-08-17T18:44:17+00:00
Artvin,Murgul,MURGUL KARAGÖL,18717,2026-08-17T18:24:00.000Z,Çok Bulutlu,11.9,11.9,100,,,,,,,0,5.01,0,0.76,4.74,5.14,,,,2026-08-17T18:44:17+00:00
Artvin,Arhavi,ARHAVİ/BOYUNCUK KÖYÜ,18931,2026-08-17T18:24:00.000Z,Çok Bulutlu,14.9,14.9,95,0,,,,,,0,8.9,0,0.84,8.18,9.04,,,14.31,2026-08-17T18:44:17+00:00
Artvin,Hopa,HOPA/ÇAVUŞLU KÖYÜ,18932,2026-08-17T18:24:00.000Z,Çok Bulutlu,19.7,19.7,89,,,,,,,0,4.21,0,1.87,3.19,4.21,,,18.35,2026-08-17T18:44:17+00:00
Artvin,Kemalpaşa,KEMALPAŞA/KÖPRÜCÜ KÖYÜ,18933,2026-08-17T18:24:00.000Z,Çok Bulutlu,20.4,20.4,99,,,,,,,0,0.21,0,0,0.21,0.21,,,20.29,2026-08-17T18:44:17+00:00
Artvin,Borçka,BORÇKA/ALACA KÖYÜ,18959,2026-08-17T18:23:00.000Z,Çok Bulutlu,17.9,17.9,95,,,,,,,0,2.38,0,0.73,2.33,2.38,,,17.3,2026-08-17T18:44:17+00:00
Artvin,Ardanuç,ARDANUÇ/OVACIK KÖYÜ,18962,2026-08-17T18:23:00.000Z,Az Bulutlu,16.9,16.9,93,,,,,,,0,1.6,0,0,1.6,2.07,,,16.07,2026-08-17T18:44:17+00:00
