il,ilce,istasyon,istNo,yukseklik_m,lat,lon
Adana,Aladağ,ALADAĞ,18258,840.0,37.546111,35.39286
Adana,Ceyhan,CEYHAN,17960,30.0,37.01527,35.795459
Adana,Ceyhan,CEYHAN TİGEM,17649,30.0,37.114841,35.790482
Adana,Feke,FEKE,18269,583.0,37.776389,35.9
Adana,Feke,FEKE/KALEYÜZÜ KÖYÜ,18642,1152.0,37.826389,35.694444
Adana,Feke,FEKE/MANSURLU ORMAN SAHASI,18863,1356.0,37.839444,35.775
Adana,İmamoğlu,İMAMOĞLU,18055,89.0,37.241628,35.644162
Adana,Karaisalı,KARAİSALI,17936,240.0,37.25055,35.062777
Adana,Karaisalı,KARAİSALI/SADIKALİ KÖYÜ(ÇATALAN BARAJI),19173,134.0,37.198641,35.272691
Adana,Karataş,KARATAŞ,17981,22.0,36.568333,35.389444
Adana,Karataş,KARATAŞ/KONAKLI KÖYÜ,19183,0.0,36.672612,35.121332
Adana,Kozan,KOZAN,17908,112.0,37.433743,35.820196
Adana,Kozan,KOZAN/ACARYAYLA ORMAN SAHASI,18861,359.0,37.5305,35.897
Adana,Pozantı,POZANTI,17934,1080.0,37.475833,34.902222
Adana,Pozantı,POZANTI/AKÇATEKİR,18862,1276.0,37.326975,34.795434
Adana,Saimbeyli,SAİMBEYLİ,18056,1050.0,37.980191,36.085151
Adana,Saimbeyli,SAİMBEYLİ/HALİLBEYLİ KÖYÜ,18644,1370.0,37.788143,36.191693
Adana,Sarıçam,SARIÇAM,18270,80.0,37.039722,35.366944
Adana,Sarıçam,SARIÇAM/HACI SABANCI OSB,18860,39.0,36.968056,35.583056
Adana,Sarıçam,SARIÇAM/YAĞIZLAR GÖLETİ,18859,194.0,37.199722,35.553333
Adana,Seyhan,ADANA ŞAKİRPAŞA HAVALİMANI,17352,20.0,36.975811,35.272084
Adana,Seyhan,SEYHAN,19272,14.0,36.981459,35.243096
Adana,Tufanbeyli,TUFANBEYLİ,18053,1417.0,38.259148,36.219332
Adana,Tufanbeyli,TUFANBEYLİ/EVCİ KÖYÜ,18643,1680.0,38.200434,36.092292
Adana,Tufanbeyli,TUFANBEYLİ/GEZBELİ GEÇİDİ,19174,1897.0,38.207665,35.999807
Adana,Yumurtalık,YUMURTALIK,17979,34.0,36.770142,35.790249
Adana,Yüreğir,ADANA BÖLGE,17351,23.0,37.0041,35.3443
Adana,Yüreğir,YÜREĞİR/ÇUKUROVA TARIM ARŞ. (TAGEM),18054,12.0,36.854118,35.346711
Adana,Çukurova,ÇUKUROVA,18268,165.0,37.057778,35.261389
Adıyaman,Besni,BESNİ,18181,921.0,37.6823,37.8231
Adıyaman,Besni,BESNİ/KIZILKAYA KÖYÜ,19078,539.0,37.499167,38.018889
Adıyaman,Besni,BESNİ/SAMBAYAT,19257,695.0,37.680493,38.033176
Adıyaman,Gerger,GERGER,18182,821.0,38.032778,39.040833
Adıyaman,Gölbaşı,GÖLBAŞI,17871,900.0,37.786667,37.653167
Adıyaman,Gölbaşı,GÖLBAŞI ORMAN SAHASI,19080,1007.0,37.58,37.481389
Adıyaman,Kahta,KAHTA,17910,725.0,37.791833,38.6155
Adıyaman,Kahta,KAHTA/NEMRUT DAĞI MİLLİ PARKI,19258,1782.0,37.9527,38.72174
Adıyaman,Merkez,ADIYAMAN,17265,664.0,37.755154,38.277581
Adıyaman,Merkez,ADIYAMAN HAVALİMANI,17266,675.0,37.727225,38.460913
Adıyaman,Merkez,ADIYAMAN ÜNİVERSİTESİ,18341,700.0,37.752626,38.223889
Adıyaman,Samsat,SAMSAT,18345,603.0,37.5825,38.480556
Adıyaman,Sincik,SİNCİK,18346,1368.0,38.032946,38.625209
Adıyaman,Tut,TUT,18347,1038.0,37.792042,37.924744
Adıyaman,Çelikhan,ÇELİKHAN,18180,1380.0,38.029552,38.226965
Adıyaman,Çelikhan,ÇELİKHAN/PINARBAŞI,18762,1648.0,38.008889,38.165833
Adıyaman,Çelikhan,ÇELİKHAN/YEŞİLTEPE KÖYÜ,19079,1128.0,37.974622,38.403621
Adıyaman,Çelikhan,ÇELİKHAN/ÇAT BARAJI,18949,1432.0,38.066151,38.311671
Afyonkarahisar,Bayat,BAYAT,17753,1100.0,38.9715,30.9179
Afyonkarahisar,Bayat,BAYAT/KÖROĞLU BELİ,18761,1408.0,38.9215,30.8804
Afyonkarahisar,Başmakçı,BAŞMAKÇI,18291,865.0,37.901389,30.021389
Afyonkarahisar,Bolvadin,BOLVADİN,17796,1018.0,38.726742,31.048314
Afyonkarahisar,Bolvadin,BOLVADİN/KEMERKAYA KÖYÜ,18749,1277.0,38.894444,31.079444
Afyonkarahisar,Dazkırı,DAZKIRI,18037,900.0,37.930903,29.866727
Afyonkarahisar,Dinar,DİNAR,17862,864.0,38.059742,30.153078
Afyonkarahisar,Dinar,DİNAR/HAYDARLI BELDESİ,18909,1244.0,38.26702,30.37956
Afyonkarahisar,Dinar,DİNAR/TATARLI BELDESİ,18851,1242.0,38.235278,30.506667
Afyonkarahisar,Emirdağ,EMİRDAĞ,17752,983.0,39.009766,31.146335
Afyonkarahisar,Evciler,EVCİLER,18007,889.0,38.032165,29.909977
Afyonkarahisar,Hocalar,HOCALAR,18292,1130.0,38.581944,29.969722
Afyonkarahisar,Hocalar,HOCALAR/YEŞİLHİSAR BELDESİ,18631,1265.0,38.674444,29.944722
Afyonkarahisar,İhsaniye,İHSANİYE,18005,1078.0,39.034343,30.395047
Afyonkarahisar,İscehisar,İSCEHİSAR,18004,1126.0,38.8675,30.7484
Afyonkarahisar,İscehisar,İSCEHİSER/ALANYURT BELDESİ,18747,1409.0,38.997778,30.740278
Afyonkarahisar,Kızılören,KIZILÖREN,18293,1190.0,38.2575,30.141944
Afyonkarahisar,Merkez,AFYONKARAHİSAR BÖLGE,17190,1034.0,38.738019,30.560374
Afyonkarahisar,Merkez,AFYONKARAHİSAR HAVALİMANI,17189,995.0,38.717701,30.616703
Afyonkarahisar,Merkez,AFYONKARAHİSAR KOCATEPE ÜNİVERSİTESİ,17839,1020.0,38.83492,30.53192
Afyonkarahisar,Merkez,AFYONKARAHİSAR/KOCATEPE,18750,1420.0,38.646389,30.419167
Afyonkarahisar,Merkez,AFYONKARAHİSAR/OLUCAK KÖYÜ,18757,1252.0,38.930556,30.223333
Afyonkarahisar,Sandıklı,SANDIKLI,18002,1040.0,38.455775,30.232575
Afyonkarahisar,Sandıklı,SANDIKLI /BALLIK KÖYÜ,18947,1208.0,38.2905,30.2387
Afyonkarahisar,Sandıklı,SANDIKLI/AKDAĞ TABİAT PARKI,18929,1489.0,38.35954,30.0241
Afyonkarahisar,Sandıklı,SANDIKLI/HÜDAİ KAPLICALARI,18927,1020.0,38.431001,30.181797
Afyonkarahisar,Sandıklı,SANDIKLI/ÇUKURCA KÖYÜ,19165,1415.0,38.64223,30.12153
Afyonkarahisar,Sinanpaşa,SİNANPAŞA,18003,1164.0,38.741463,30.235233
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAZLAR KÖYÜ,19166,1349.0,38.76369,30.08279
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAŞOLUK BELDESİ,18928,1249.0,38.6038,30.3579
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TINAZTEPE BELDESİ,18912,1149.0,38.72315,30.37717
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/YILDIRIMKEMAL KÖYÜ,18751,1200.0,38.866944,30.137222
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/ÇATKUYU KÖYÜ,18748,1265.0,38.870199,30.287262
Afyonkarahisar,Sultandağı,SULTANDAĞI,18006,1054.0,38.530777,31.219707
Afyonkarahisar,Sultandağı,SULTANDAĞI/YAKASENEK,17823,1150.0,38.553171,31.173068
Afyonkarahisar,Sultandağı,SULTANDAĞI/ÜÇKUYU MEVKİ,18630,1361.0,38.641944,31.496667
Afyonkarahisar,Çay,ÇAY,17793,996.0,38.59026,31.031707
Afyonkarahisar,Çay,ÇAY/DEVEDERESİ KÖYÜ,18850,1137.0,38.476111,30.825833
Afyonkarahisar,Çobanlar,ÇOBANLAR,17791,996.0,38.701655,30.794734
Afyonkarahisar,Şuhut,AFYONKARAHİSAR KUMALAR TEPESİ RADAR SAHASI,19164,2237.0,38.40125,30.4186
Afyonkarahisar,Şuhut,ŞUHUT,17829,1140.0,38.529453,30.568333
Afyonkarahisar,Şuhut,ŞUHUT/KARAADİLLİ,17869,1089.0,38.313056,30.644169
Afyonkarahisar,Şuhut,ŞUHUT/MAHMUT KÖYÜ,18930,1178.0,38.501163,30.545531
Aksaray,Ağaçören,AĞAÇÖREN,18480,1305.0,38.856389,33.921944
Aksaray,Eskil,ESKİL,18481,985.0,38.308611,33.359167
Aksaray,Gülağaç,GÜLAĞAÇ,18482,1180.0,38.408889,34.343611
Aksaray,Güzelyurt,GÜZELYURT,18116,1524.0,38.2699,34.372
Aksaray,Merkez,AKSARAY,17192,970.0,38.3705,33.9987
Aksaray,Merkez,AKSARAY/BORUCU KÖYÜ,18888,1450.0,38.624722,34.098056
Aksaray,Merkez,AKSARAY/BÜYÜKGÜVE KÖYÜ,18680,1278.0,38.6725,33.848889
Aksaray,Merkez,AKSARAY/HASAN DAĞI,18889,2012.0,38.159167,34.161111
Aksaray,Merkez,AKSARAY/YEŞİLTEPE KÖYÜ,19197,941.0,38.4336,33.8814
Aksaray,Ortaköy,AKSARAY/ORTAKÖY,18118,1130.0,38.764328,34.088799
Aksaray,Sarıyahşi,SARIYAHŞİ,18483,925.0,38.991667,33.849722
Aksaray,Sultanhanı,SULTANHANI,18117,999.0,38.198949,33.516545
Amasya,Göynücek,GÖYNÜCEK,18504,528.0,40.401667,35.528611
Amasya,Gümüşhacıköy,GÜMÜŞHACIKÖY,18505,865.0,40.846944,35.180278
Amasya,Hamamözü,HAMAMÖZÜ,18506,760.0,40.787222,35.018333
Amasya,Merkez,AMASYA,17085,409.0,40.666833,35.835333
Amasya,Merkez,AMASYA ÜNİVERSİTESİ,19911,495.0,40.649986,35.791309
Amasya,Merkez,AMASYA/BELDAĞI KÖYÜ,18699,1078.0,40.631944,36.143056
Amasya,Merkez,AMASYA/GÖKHÖYÜK TİGEM,17655,475.0,40.587524,35.651724
Amasya,Merkez,AMASYA/ORMANÖZÜ KÖYÜ,19218,1711.0,40.76844,35.89526
Amasya,Merzifon,AMASYA MERZİFON HAVALİMANI,17082,535.0,40.823975,35.508616
Amasya,Merzifon,MERZİFON,17083,754.0,40.879333,35.4585
Amasya,Merzifon,MERZİFON/TAVŞAN DAĞI,19026,1830.0,40.950278,35.373889
Amasya,Merzifon,MERZİFON/ÇAYBAŞI KÖYÜ,19024,729.0,40.712778,35.386944
Amasya,Suluova,SULUOVA,18137,514.0,40.815313,35.663454
Amasya,Taşova,TAŞOVA,18138,250.0,40.758056,36.344167
Amasya,Taşova,TAŞOVA/BORABOY GÖLÜ,18938,1070.0,40.803391,36.148205
Amasya,Taşova,TAŞOVA/BORABOY ORMAN SAHASI,19025,1157.0,40.859444,36.103056
Ankara,Akyurt,AKYURT,18240,1114.0,40.141176,33.108589
Ankara,Altındağ,ALTINDAĞ/GENÇLİK PARKI,19202,854.0,39.93621,32.85231
Ankara,Ayaş,AYAŞ,18045,671.0,40.029996,32.234471
Ankara,Bala,BALA,17729,1250.0,39.55544,33.108856
Ankara,Bala,BALA/AŞAĞIHACIBEKİR KÖYÜ,19206,867.0,39.405725,33.283724
Ankara,Bala,BALA/SOFULAR KÖYÜ,19004,1063.0,39.306111,33.081111
Ankara,Beypazarı,BEYPAZARI,17680,682.0,40.160887,31.917687
Ankara,Beypazarı,BEYPAZARI/KIRBAŞI,18908,961.0,40.00519,31.83611
Ankara,Elmadağ,ELMADAĞ BARUTSAN FABRİKASI,17715,1102.0,39.923923,33.212497
Ankara,Elmadağ,ELMADAĞ RADAR SAHASI,17137,1807.0,39.798478,32.971747
Ankara,Elmadağ,ELMADAĞ/YEŞİLDERE,17987,1688.0,40.038611,33.290833
Ankara,Etimesgut,ETİMESGUT,19273,917.0,39.917522,32.632066
Ankara,Etimesgut,ETİMESGUT HAVALİMANI,17129,806.0,39.953995,32.676587
Ankara,Evren,EVREN,19203,972.0,39.01108,33.78777
Ankara,Gölbaşı,GÖLBAŞI/AHİBOZ KÖYÜ,18691,1140.0,39.603333,32.856667
Ankara,Gölbaşı,GÖLBAŞI/UFUK DANIŞMENT,17134,1115.0,39.804257,32.847003
Ankara,Gölbaşı,GÖLBAŞI/YAĞLIPINAR KÖYÜ,18979,1143.0,39.6627,32.8269
Ankara,Güdül,GÜDÜL,18077,731.0,40.211111,32.247222
Ankara,Haymana,HAYMANA,18257,1298.0,39.434432,32.509903
Ankara,Haymana,HAYMANA TARIM,17733,1070.0,39.613034,32.672042
Ankara,Haymana,HAYMANA/DEVECİPINARI KÖYÜ,18593,1150.0,39.182778,32.475278
Ankara,Haymana,HAYMANA/YENİCE BELDESİ,18594,1185.0,39.273889,32.671667
Ankara,Kahramankazan,ANKARA MÜRTED HAVALİMANI,17127,838.0,40.06828,32.558998
Ankara,Kahramankazan,KAHRAMANKAZAN,19274,878.0,40.200722,32.688241
Ankara,Kahramankazan,KAHRAMANKAZAN/KURTBOĞAZI BARAJI,18073,1036.0,40.2725,32.689722
Ankara,Kahramankazan,KAHRAMANKAZAN/SARAYKÖY TOPRAK,18903,833.0,40.088168,32.605145
Ankara,Kalecik,KALECİK,18076,702.0,40.094723,33.413333
Ankara,Kalecik,KALECİK/KOYUNBABA KÖYÜ,19003,894.0,40.313889,33.315833
Ankara,Keçiören,ANKARA BÖLGE,17130,891.0,39.972351,32.863952
Ankara,Keçiören,KEÇİÖREN/BAĞLUM,18072,1456.0,40.087809,32.811107
Ankara,Kızılcahamam,KIZILCAHAMAM,17664,1033.0,40.47289,32.644115
Ankara,Kızılcahamam,KIZILCAHAMAM/GÜVEM BELDESİ,19005,1119.0,40.591667,32.662778
Ankara,Kızılcahamam,KIZILCAHAMAM/YILDIRIM ORMAN SAHASI,19006,1560.0,40.492575,32.736814
Ankara,Mamak,MAMAK/BAYINDIR BARAJI,18074,1013.0,39.919444,32.994444
Ankara,Nallıhan,NALLIHAN,17679,650.0,40.17333,31.332033
Ankara,Nallıhan,NALLIHAN/SARIYAR,19205,413.0,40.04989,31.43238
Ankara,Polatlı,POLATLI,17728,886.0,39.583667,32.162669
Ankara,Polatlı,POLATLI TİGEM,17651,940.0,39.152548,32.128274
Ankara,Polatlı,POLATLI/ACIKIR,18078,839.0,39.557778,31.901944
Ankara,Polatlı,POLATLI/SARIOBA KÖYÜ,19204,703.0,39.873898,32.080205
Ankara,Pursaklar,PURSAKLAR,18243,1065.0,40.031667,32.893333
Ankara,Sincan,SİNCAN,18244,886.0,39.998611,32.581389
Ankara,Sincan,SİNCAN/TEMELLİ,17759,750.0,39.741389,32.38
Ankara,Yenimahalle,ANKARA GÜVERCİNLİK HAVALİMANI,17131,820.0,39.936396,32.748774
Ankara,Yenimahalle,YENİMAHALLE,19275,857.0,39.957706,32.814533
Ankara,Çamlıdere,ÇAMLIDERE ORMAN İŞLETME MÜDÜRLÜĞÜ,18075,1264.0,40.483889,32.460833
Ankara,Çamlıdere,ÇAMLIDERE/ÇAMKORU,18241,1402.0,40.581482,32.503503
Ankara,Çankaya,ÇANKAYA/TBMM,18046,927.0,39.9075,32.849444
Ankara,Çankaya,ÇANKAYA/ÇALDAĞ,18256,1295.0,39.857222,32.821944
Ankara,Çubuk,ANKARA ESENBOĞA HAVALİMANI,17128,959.0,40.115921,32.986827
Ankara,Çubuk,ÇUBUK,18242,1174.0,40.286667,33.010833
Ankara,Şereflikoçhisar,ŞEREFLİKOÇHİSAR,17731,912.0,38.953859,33.421815
Antalya,Akseki,AKSEKİ,18047,1063.0,37.04678,31.797067
Antalya,Akseki,AKSEKİ/CEVİZLİ TEKEBELİ MEVKİ,18610,1420.0,37.247778,31.774722
Antalya,Akseki,AKSEKİ/MURTİÇİ ORMAN SAHASI,18013,508.0,36.865948,31.775
Antalya,Aksu,AKSU/BOZTEPE TİGEM,17895,10.0,36.939259,30.897999
Antalya,Alanya,ALANYA,17310,6.0,36.54999,31.979822
Antalya,Alanya,ALANYA/KEŞEFLİ,18837,14.0,36.400278,32.177778
Antalya,Alanya,ALANYA/OKURCALAR BELDESİ,18838,23.0,36.665278,31.66
Antalya,Alanya,ALANYA/TOSLAK,19154,195.0,36.62166,31.90666
Antalya,Demre,DEMRE,17970,25.0,36.242061,29.979009
Antalya,Demre,DEMRE/ÇAĞMAN KÖYÜ,19151,753.0,36.38263,29.9392
Antalya,Döşemealtı,DAĞBELİ,18008,789.0,37.18902,30.499512
Antalya,Döşemealtı,DÖŞEMEALTI/KARAİN HAVACILIK,18307,308.0,37.098744,30.6425
Antalya,Döşemealtı,DÖŞEMEALTI/NEBİLER ORMAN SAHASI,18016,266.0,36.950138,30.602495
Antalya,Elmalı,ELMALI,17952,1095.0,36.737244,29.9121
Antalya,Elmalı,ELMALI ORMAN SAHASI,18305,1311.0,36.583171,29.988611
Antalya,Elmalı,ELMALI/BULANIK YAYLASI,18618,1870.0,36.621667,29.666944
Antalya,Finike,FİNİKE,17375,2.0,36.3024,30.1458
Antalya,Finike,FİNİKE/SAKLISU,18996,6.0,36.3423,30.1652
Antalya,Gazipaşa,ANTALYA GAZİPAŞA HAVALİMANI,17975,32.0,36.296935,32.288271
Antalya,Gazipaşa,GAZİPAŞA,17974,21.0,36.274682,32.307564
Antalya,Gazipaşa,GAZİPAŞA/KARATEPE KÖYÜ,19153,510.0,36.405019,32.415651
Antalya,Gündoğmuş,GÜNDOĞMUŞ ORMAN DEPOSU,18012,898.0,36.804315,31.997912
Antalya,Gündoğmuş,GÜNDOĞMUŞ/BEDAN MEVKİ,18611,1672.0,36.788611,32.279167
Antalya,İbradı,İBRADI,17927,1036.0,37.096218,31.595251
Antalya,İbradı,İBRADI/GEMBOS OVASI,18619,1500.0,37.254167,31.476389
Antalya,Kaş,KAŞ,17380,153.0,36.200579,29.649995
Antalya,Kaş,KAŞ/KASABA ORMAN SAHASI,18010,211.0,36.305,29.730556
Antalya,Kaş,KAŞ/ORTABAĞ MEVKİ,18614,1423.0,36.456111,29.7925
Antalya,Kaş,KAŞ/YAYLAPALAMUT MEVKİ,18648,1637.0,36.484722,29.514444
Antalya,Kaş,KAŞ/YUVACIK MEVKİ,18613,1428.0,36.446389,29.542222
Antalya,Kaş,KAŞ/ÇAVDIR ORMAN SAHASI,18009,71.0,36.359167,29.340278
Antalya,Kemer,ANTALYA/KEMER,17953,10.0,36.594246,30.567207
Antalya,Kemer,KEMER/OVACIK KÖYÜ,19152,1131.0,36.64545,30.43503
Antalya,Kepez,KEPEZ,19374,107.0,36.935913,30.700888
Antalya,Konyaaltı,AKDENİZ ÜNİVERSİTESİ,18955,30.0,36.8976,30.6406
Antalya,Konyaaltı,KONYAALTI,17304,6.0,36.847486,30.619461
Antalya,Korkuteli,KORKUTELİ,17926,1017.0,37.056412,30.190784
Antalya,Korkuteli,KORKUTELİ/BAYAT KÖYÜ,19914,868.0,37.0557,30.314883
Antalya,Korkuteli,KORKUTELİ/BEĞİŞ KÖYÜ,19150,1300.0,36.912476,30.097265
Antalya,Korkuteli,KORKUTELİ/BÜK ORMAN SAHASI,18015,489.0,36.970263,30.433877
Antalya,Korkuteli,KORKUTELİ/HACIYUSUFLAR MEVKİ,18617,1720.0,36.891111,29.891667
Antalya,Korkuteli,KORKUTELİ/KIZILCADAĞ MEVKİ,18615,1502.0,37.050556,29.945
Antalya,Korkuteli,KORKUTELİ/ÇOMAKLI MEVKİ,18609,1719.0,37.301667,30.176667
Antalya,Kumluca,ANTALYA KUMLUCA RADAR SAHASI,19156,955.0,36.266616,30.437657
Antalya,Kumluca,KUMLUCA,17951,24.0,36.365113,30.297865
Antalya,Kumluca,KUMLUCA/AKDAĞ KOVUCAK MEVKİ,18612,1001.0,36.598333,30.250278
Antalya,Manavgat,MANAVGAT,17954,38.0,36.789767,31.441166
Antalya,Manavgat,MANAVGAT ORMAN SAHASI,18839,998.0,36.861389,31.675556
Antalya,Manavgat,MANAVGAT/BEŞKONAK ORMAN SAHASI,18011,142.0,37.14409,31.190896
Antalya,Manavgat,MANAVGAT/TAŞAĞIL ORMAN SAHASI,17917,46.0,36.888603,31.249446
Antalya,Muratpaşa,ANTALYA BÖLGE,17302,47.0,36.884928,30.682911
Antalya,Muratpaşa,ANTALYA HAVALİMANI,17300,51.0,36.888028,30.792222
Antalya,Serik,SERİK,18306,94.0,36.951667,31.118889
Antalya,Serik,SERİK/BELEK,17915,6.0,36.860398,31.062656
Antalya,Serik,SERİK/GEBİZ ORMAN SAHASI,18014,78.0,37.10465,30.934522
Ardahan,Damal,DAMAL,18377,2090.0,41.339444,42.855833
Ardahan,Göle,GÖLE,18378,2006.0,40.801389,42.599167
Ardahan,Göle,GÖLE/YAVUZLAR KÖYÜ,19068,2063.0,40.938611,42.779444
Ardahan,Göle,GÖLE/ÇULLU KÖYÜ,19069,2240.0,40.778889,42.815556
Ardahan,Hanak,HANAK,18379,1825.0,41.229167,42.838889
Ardahan,Merkez,ARDAHAN,17046,1827.0,41.106092,42.705547
Ardahan,Posof,POSOF,18236,1374.0,41.496944,42.734444
Ardahan,Çıldır,ÇILDIR,18376,1925.0,41.109771,43.138515
Artvin,Ardanuç,ARDANUÇ,18218,577.0,41.126231,42.065086
Artvin,Ardanuç,ARDANUÇ/AŞAĞI IRMAKLAR KÖYÜ,19373,1407.0,41.181351,42.180547
Artvin,Ardanuç,ARDANUÇ/GEÇİTLİ KÖYÜ,19901,1731.0,41.03923,42.24294
Artvin,Ardanuç,ARDANUÇ/OVACIK KÖYÜ,18962,1145.0,41.0514,41.99266
Artvin,Arhavi,ARHAVİ,18554,290.0,41.3166,41.2928
Artvin,Arhavi,ARHAVİ/BOYUNCUK KÖYÜ,18931,1345.0,41.26962,41.46945
Artvin,Borçka,BORÇKA,18555,168.0,41.347683,41.679358
Artvin,Borçka,BORÇKA/ALACA KÖYÜ,18959,350.0,41.343505,41.739024
Artvin,Borçka,BORÇKA/CANKURTARAN GEÇİDİ,19046,659.0,41.398882,41.531649
Artvin,Hopa,HOPA,17042,23.0,41.4065,41.433
Artvin,Hopa,HOPA/ÇAVUŞLU KÖYÜ,18932,330.0,41.38827,41.50399
Artvin,Kemalpaşa,KEMALPAŞA/KÖPRÜCÜ KÖYÜ,18933,425.0,41.479934,41.563989
Artvin,Merkez,ARTVİN,17045,613.0,41.175167,41.818667
Artvin,Merkez,ARTVİN/BEŞAĞIL KÖYÜ,19232,695.0,41.257802,41.803566
Artvin,Merkez,ARTVİN/MERSİVAN KAYAK MERKEZİ,18964,1646.0,41.151427,41.767047
Artvin,Merkez,ARTVİN/YUKARIMADEN KÖYÜ,18970,1503.0,41.013156,41.86944
Artvin,Murgul,MURGUL,18556,565.0,41.261483,41.556899
Artvin,Murgul,MURGUL KARAGÖL,18717,2024.0,41.22159,41.61016
Artvin,Yusufeli,YUSUFELİ,18216,788.0,40.799414,41.519551
Artvin,Yusufeli,YUSUFELİ/ALTIPARMAK KÖYÜ,19049,1481.0,40.977222,41.369444
Artvin,Yusufeli,YUSUFELİ/DARICA KÖYÜ,18967,840.0,40.732052,41.786315
Artvin,Yusufeli,YUSUFELİ/DEMİRKENT,19925,589.0,40.9005,41.7399
Artvin,Yusufeli,YUSUFELİ/DEMİRKÖY KÖYÜ,19233,988.0,41.00109,41.68464
Artvin,Yusufeli,YUSUFELİ/DOKUMACILAR KÖYÜ,18716,2057.0,40.774167,41.330556
Artvin,Yusufeli,YUSUFELİ/KILIÇKAYA KÖYÜ,18969,1266.0,40.705397,41.480571
Artvin,Yusufeli,YUSUFELİ/YAMAÇÜSTÜ KÖYÜ,19047,1918.0,40.605278,41.398611
Artvin,Yusufeli,YUSUFELİ/YAYLALAR KÖYÜ,19048,1784.0,40.87203,41.276521
Artvin,Şavşat,ŞAVŞAT,18217,1125.0,41.243333,42.320556
Artvin,Şavşat,ŞAVŞAT/MEYDANCIK KÖYÜ,18965,1456.0,41.406617,42.261315
Artvin,Şavşat,ŞAVŞAT/YAVUZKÖY,18966,1760.0,41.228746,42.412798
Artvin,Şavşat,ŞAVŞAT/ÇUKUR YAYLASI,18715,2257.0,41.368333,42.131667
Aydın,Bozdoğan,BOZDOĞAN,18027,144.0,37.660278,28.33333
Aydın,Buharkent,BUHARKENT,18425,210.0,37.973698,28.744716
Aydın,Didim,DİDİM,17233,44.0,37.369735,27.264764
Aydın,Didim,DİDİM/AKBÜK BELDESİ,18808,64.0,37.412778,27.428889
Aydın,Efeler,AYDIN,17234,56.0,37.84088,27.837297
Aydın,Efeler,AYDIN ÇILDIR HAVALİMANI,17227,27.0,37.816905,27.883337
Aydın,Germencik,GERMENCİK,18426,32.0,37.838056,27.584722
Aydın,İncirliova,İNCİRLİOVA/İNCİR ARŞ.(TAGEM),18026,50.0,37.863333,27.664722
Aydın,Karacasu,KARACASU,18025,580.0,37.719444,28.6075
Aydın,Karpuzlu,KARPUZLU,19124,85.0,37.566327,27.843732
Aydın,Koçarlı,KOÇARLI,18427,30.0,37.760278,27.759722
Aydın,Kuyucak,KUYUCAK,18429,75.0,37.902222,28.456389
Aydın,Kuyucak,KUYUCAK/MUSAKOLU KÖYÜ,18596,882.0,38.055,28.6275
Aydın,Kuşadası,KUŞADASI,17232,25.0,37.859742,27.265216
Aydın,Kuşadası,KUŞADASI/GÜZELÇAMLI,19125,66.0,37.708476,27.234628
Aydın,Köşk,KÖŞK,18428,60.0,37.843056,28.040278
Aydın,Nazilli,NAZİLLİ,17860,84.0,37.913424,28.343292
Aydın,Sultanhisar,SULTANHİSAR,17850,73.0,37.884002,28.150364
Aydın,Söke,SÖKE,17881,12.0,37.70487,27.3827
Aydın,Söke,SÖKE/KARAKAYA KÖYÜ,18810,328.0,37.581667,27.573611
Aydın,Yenipazar,AYDIN/YENİPAZAR,18430,47.0,37.834117,28.182702
Aydın,Çine,ÇİNE,18023,70.0,37.594722,28.044722
Aydın,Çine,ÇİNE/BAHÇEARASI KÖYÜ,18809,89.0,37.700278,27.894444
Aydın,Çine,ÇİNE/HACIPAŞALAR KÖYÜ,18811,552.0,37.503611,28.192778
Aydın,Çine,ÇİNE/KAVŞİT EKİP ORMAN SAHASI,18024,714.0,37.654722,28.131389
Ağrı,Diyadin,DİYADİN,18356,1930.0,39.543611,43.669444
Ağrı,Doğubayazıt,DOĞUBAYAZIT,17720,1640.0,39.539089,44.018125
Ağrı,Doğubayazıt,DOĞUBAYAZIT/SULUÇEM KÖYÜ,19065,1747.0,39.693889,43.811111
Ağrı,Eleşkirt,ELEŞKİRT,18194,1818.0,39.791528,42.681972
Ağrı,Eleşkirt,ELEŞKİRT/YAYLADÜZÜ BELDESİ,19250,2129.0,39.829175,42.303328
Ağrı,Hamur,HAMUR,18357,1692.0,39.607222,42.986667
Ağrı,Merkez,AĞRI,17099,1646.0,39.730166,43.055301
Ağrı,Merkez,AĞRI AHMED-İ HANİ HAVALİMANI,17104,1665.0,39.668928,43.02381
Ağrı,Merkez,AĞRI/CUMAÇAY BELDESİ,19066,1943.0,39.911389,43.188056
Ağrı,Merkez,AĞRI/ÇUKURALAN KÖYÜ,19249,1693.0,39.797332,43.110157
Ağrı,Patnos,PATNOS,18193,1638.0,39.2394,42.842
Ağrı,Taşlıçay,TAŞLIÇAY,18358,1745.0,39.635833,43.368889
Ağrı,Tutak,TUTAK,18359,1562.0,39.536944,42.776111
Balıkesir,Altıeylül,ALTIEYLÜL,18433,110.0,39.655053,27.92073
Balıkesir,Altıeylül,ALTIEYLÜL/KİRAZPINAR KÖYÜ,18815,425.0,39.446944,27.815278
