il,ilce,istasyon,istNo,yukseklik_m,lat,lon
Sinop,Dikmen,DİKMEN,18547,385.0,41.663611,35.2725
Sinop,Dikmen,DİKMEN/KÜÇÜKKIZIK KÖYÜ,19042,1009.0,41.530278,35.253889
Sinop,Durağan,DURAĞAN,18548,287.0,41.434444,35.050556
Sinop,Durağan,DURAĞAN/TEKİR YAYLASI,19041,993.0,41.346389,35.298056
Sinop,Erfelek,ERFELEK,18136,190.0,41.879444,34.894722
Sinop,Gerze,GERZE,18549,84.0,41.78217,35.1951
Sinop,Merkez,SİNOP,17026,32.0,42.029916,35.15447
Sinop,Merkez,SİNOP HAVALİMANI,17028,7.0,42.020891,35.079039
Sinop,Merkez,SİNOP/SARIKUM KÖYÜ,19227,42.0,42.025435,34.926335
Sinop,Merkez,SİNOP/SAZLI KÖYÜ,19229,1029.0,41.72357,34.87399
Sinop,Saraydüzü,SARAYDÜZÜ,18550,417.0,41.32853,34.84972
Sinop,Türkeli,TÜRKELİ,18551,127.0,41.941111,34.334167
Sivas,Akıncılar,AKINCILAR,18465,885.0,40.110833,38.341111
Sivas,Altınyayla,SİVAS/ALTINYAYLA,18466,1443.0,39.276201,36.718201
Sivas,Divriği,DİVRİĞİ,17734,1121.0,39.361833,38.114167
Sivas,Divriği,DİVRİĞİ/ÇAKMAKDÜZÜ KÖYÜ,18670,1684.0,39.114444,38.175
Sivas,Doğanşar,DOĞANŞAR,18467,1340.0,40.216944,37.533333
Sivas,Gemerek,GEMEREK,17162,1182.0,39.185,36.0805
Sivas,Gemerek,GEMEREK/SIZIR BELDESİ,19192,1388.0,39.305492,35.966261
Sivas,Gölova,GÖLOVA,18468,1375.0,40.063611,38.607778
Sivas,Gürün,GÜRÜN,17841,1390.0,38.723889,37.271389
Sivas,Gürün,GÜRÜN/GÖBEKÖREN KÖYÜ,19194,1791.0,38.739553,36.929336
Sivas,Hafik,HAFİK,18469,1305.0,39.853056,37.384167
Sivas,Hafik,HAFİK/DERİNCE KÖYÜ,18881,1623.0,39.611667,37.514722
Sivas,İmranlı,İMRANLI,18470,1595.0,39.875833,38.098333
Sivas,İmranlı,İMRANLI/KUZKÖY KÖYÜ,18675,2029.0,39.851667,38.343056
Sivas,İmranlı,İMRANLI/YONCABAYIRI KÖYÜ,18668,1755.0,39.635833,38.2675
Sivas,Kangal,KANGAL,17762,1521.0,39.242833,37.389
Sivas,Kangal,KANGAL/YENİKÖY KÖYÜ,18667,1509.0,38.9975,37.421944
Sivas,Koyulhisar,KOYULHİSAR,18471,860.0,40.300833,37.823889
Sivas,Merkez,SİVAS,17090,1294.0,39.743667,37.002
Sivas,Merkez,SİVAS NURİ DEMİRAĞ HAVALİMANI,17091,1600.0,39.800794,36.899781
Sivas,Merkez,SİVAS/HANLI KÖYÜ,18671,1332.0,39.464444,36.669444
Sivas,Suşehri,SUŞEHRİ,17684,1164.0,40.162333,38.075167
Sivas,Suşehri,SUŞEHRİ TARIM,19906,969.0,40.171477,38.100202
Sivas,Suşehri,SUŞEHRİ/GEMİNBELİ GEÇİDİ,18882,2029.0,39.989444,37.979722
Sivas,Ulaş,ULAŞ TİGEM,17710,1392.0,39.441388,37.027589
Sivas,Ulaş,ULAŞ/YAĞDONDURAN GEÇİDİ,19193,1754.0,39.321294,37.140117
Sivas,Yıldızeli,YILDIZELİ,18140,1385.0,39.8623,36.5749
Sivas,Yıldızeli,YILDIZELİ/ALACA KÖYÜ,18673,1657.0,39.957778,36.599167
Sivas,Yıldızeli,YILDIZELİ/DİREKLİ KÖYÜ,18676,1312.0,39.718056,36.649444
Sivas,Yıldızeli,YILDIZELİ/YUKARIEKECİK KÖYÜ,18677,1262.0,39.813056,36.196111
Sivas,Yıldızeli,YILDIZELİ/ÇUBUK KÖYÜ,18880,1259.0,39.617222,36.505556
Sivas,Zara,ZARA,17716,1350.0,39.883914,37.735966
Sivas,Zara,ZARA/SÖĞÜTLÜ KÖYÜ,18674,1968.0,40.052222,37.806667
Sivas,Şarkışla,ŞARKIŞLA,18139,1253.0,39.333056,36.440833
Tekirdağ,Ergene,ERGENE/VAKIFLAR BELDESİ,19121,113.0,41.235072,27.714828
Tekirdağ,Hayrabolu,HAYRABOLU,18108,108.0,41.217222,27.085278
Tekirdağ,Kapaklı,KAPAKLI,19122,206.0,41.3377,28.0036
Tekirdağ,Malkara,MALKARA,17634,207.0,40.887309,26.907969
Tekirdağ,Malkara,MALKARA/DOĞANKÖY,18805,248.0,41.072778,26.840556
Tekirdağ,Marmaraereğlisi,MARMARAEREĞLİSİ,19343,49.0,40.999486,27.951853
Tekirdağ,Muratlı,MURATLI,18422,113.0,41.153601,27.494761
Tekirdağ,Saray,TEKİRDAĞ/SARAY,18423,160.0,41.446737,27.934121
Tekirdağ,Süleymanpaşa,SÜLEYMANPAŞA/BANARLI MAHALLESİ,18804,139.0,41.0775,27.339722
Tekirdağ,Süleymanpaşa,TEKİRDAĞ,17056,4.0,40.957959,27.496181
Tekirdağ,Çerkezköy,ÇERKEZKÖY,17640,160.0,41.2602,27.9236
Tekirdağ,Çorlu,TEKİRDAĞ ÇORLU HAVALİMANI,17051,160.0,41.130871,27.909726
Tekirdağ,Çorlu,ÇORLU,17054,145.0,41.179781,27.816013
Tekirdağ,Şarköy,ŞARKÖY,18107,10.0,40.606806,27.075178
Tekirdağ,Şarköy,ŞARKÖY/GANOS DAĞI,18806,743.0,40.765278,27.218056
Tokat,Almus,ALMUS,18145,816.0,40.366389,36.907778
Tokat,Almus,ALMUS/ALANKÖYÜ,19044,1439.0,40.281389,37.138611
Tokat,Artova,ARTOVA,18143,1180.0,40.112778,36.306944
Tokat,Başçiftlik,BAŞÇİFTLİK,17717,1446.0,40.550967,37.162464
Tokat,Erbaa,ERBAA,18142,198.0,40.697086,36.574636
Tokat,Erbaa,ERBAA/GÖKAL,19231,1390.0,40.83676,36.62118
Tokat,Merkez,TOKAT,17086,611.0,40.331167,36.557667
Tokat,Merkez,TOKAT HAVALİMANI,17087,560.0,40.323427,36.378196
Tokat,Merkez,TOKAT/AVLUNLAR BELDESİ,18712,1129.0,40.542671,36.763565
Tokat,Merkez,TOKAT/KEMALPAŞA KÖYÜ,18944,717.0,40.365141,36.501385
Tokat,Merkez,TOKAT/TOPRAK VE SU ARŞ. (TAGEM),18147,579.0,40.326111,36.45
Tokat,Merkez,TOKAT/ÇAMLIBEL BELDESİ,19230,1122.0,40.08349,36.47812
Tokat,Niksar,NİKSAR,18141,333.0,40.597778,36.935278
Tokat,Niksar,NİKSAR/ÇAMİÇİ YAYLASI,19045,1198.0,40.638333,36.996389
Tokat,Pazar,PAZAR/BALLICA KÖYÜ,18939,990.0,40.233359,36.296412
Tokat,Pazar,TOKAT/PAZAR,18552,625.0,40.281771,36.299868
Tokat,Reşadiye,REŞADİYE,18146,554.0,40.398333,37.325833
Tokat,Reşadiye,REŞADİYE/KIZILCAÖREN BELDESİ,18713,1459.0,40.454444,37.511111
Tokat,Reşadiye,REŞADİYE/YOLÜSTÜ KÖYÜ,18940,976.0,40.444735,37.276682
Tokat,Sulusaray,SULUSARAY,18144,1025.0,39.993333,36.074722
Tokat,Turhal,TURHAL,17683,528.0,40.375247,36.097178
Tokat,Yeşilyurt,YEŞİLYURT,18553,1135.0,40.000705,36.210789
Tokat,Zile,ZİLE,17681,719.0,40.296575,35.890626
Trabzon,Akçaabat,AKÇAABAT,17626,3.0,41.0325,39.5615
Trabzon,Araklı,ARAKLI,19344,220.0,40.936993,40.038063
Trabzon,Araklı,ARAKLI/KAYAİÇİ YAYLASI,19063,1252.0,40.635795,39.909689
Trabzon,Araklı,ARAKLI/TURNALI KÖYÜ,19060,968.0,40.803889,39.968889
Trabzon,Arsin,ARSİN,18233,169.0,40.948611,39.949722
Trabzon,Beşikdüzü,BEŞİKDÜZÜ,18231,374.0,41.032778,39.214444
Trabzon,Dernekpazarı,DERNEKPAZARI,18570,721.0,40.799722,40.271944
Trabzon,Düzköy,DÜZKÖY,18229,622.0,40.886096,39.436491
Trabzon,Düzköy,DÜZKÖY/ÇAL KÖYÜ,18978,1276.0,40.86382,39.37422
Trabzon,Hayrat,HAYRAT/PAZARÖNÜ,18232,395.0,40.886222,40.346043
Trabzon,Köprübaşı,KÖPRÜBAŞI/BEŞKÖY,18571,975.0,40.771,40.133889
Trabzon,Maçka,MAÇKA/ALTINDERE SÜMELA,17714,1030.0,40.697939,39.653113
Trabzon,Maçka,MAÇKA/HAMSİKÖY,19902,1732.0,40.662369,39.415301
Trabzon,Maçka,MAÇKA/ÖRNEKALAN KÖYÜ,18572,955.0,40.845,39.605278
Trabzon,Of,OF/FİDANLIK,17775,6.0,40.983366,40.331949
Trabzon,Ortahisar,ORTAHİSAR,19366,2.0,40.999526,39.682142
Trabzon,Ortahisar,TRABZON BÖLGE,17037,25.0,40.998565,39.760797
Trabzon,Ortahisar,TRABZON HAVALİMANI,17038,39.0,40.999133,39.779248
Trabzon,Sürmene,SÜRMENE/DENİZ BİLİMLERİ FAKÜLTESİ,18574,5.0,40.922898,40.209373
Trabzon,Tonya,TONYA,19350,762.0,40.8822,39.2897
Trabzon,Tonya,TONYA/KALINÇAM,18230,1100.0,40.780424,39.261848
Trabzon,Vakfıkebir,VAKFIKEBİR/HAMZALI KÖYÜ,18575,845.0,41.001502,39.379322
Trabzon,Yomra,YOMRA/ÖZDİL BELDESİ,19061,1264.0,40.831111,39.804722
Trabzon,Çarşıbaşı,ÇARŞIBAŞI/YOROZ,18573,370.0,41.095171,39.420507
Trabzon,Çaykara,ÇAYKARA,19246,434.0,40.75142,40.24323
Trabzon,Çaykara,ÇAYKARA/DEMİRKAPI KÖYÜ,19064,1984.0,40.556414,40.406959
Trabzon,Çaykara,ÇAYKARA/LUSTRA YAYLASI,19062,1749.0,40.604167,40.334444
Trabzon,Çaykara,ÇAYKARA/UZUNGÖL,17569,1114.0,40.619333,40.29939
Trabzon,Şalpazarı,ŞALPAZARI,19247,406.0,40.943405,39.176944
Trabzon,Şalpazarı,ŞALPAZARI/SÜTPINAR KÖYÜ,18936,978.0,40.856446,39.202316
Tunceli,Hozat,HOZAT,18354,1485.0,39.100278,39.231389
Tunceli,Mazgirt,MAZGİRT,17736,1400.0,39.018843,39.602414
Tunceli,Merkez,TUNCELİ,17165,981.0,39.109686,39.545686
Tunceli,Nazımiye,NAZIMİYE,18355,1602.0,39.178664,39.817862
Tunceli,Ovacık,TUNCELİ/OVACIK,18179,1280.0,39.368056,39.241944
Tunceli,Pertek,PERTEK/AŞAĞIGÜLBAHÇE KÖYÜ,18769,1056.0,38.934167,39.167222
Tunceli,Pertek,PERTEK/ELMAKAŞI KÖYÜ,19090,1430.0,38.958056,39.354722
Tunceli,Pertek,PERTEK/KOÇPINAR KÖYÜ,19265,1215.0,38.84763,39.52206
Tunceli,Pülümür,PÜLÜMÜR,18586,1565.0,39.484131,39.891821
Tunceli,Çemişgezek,ÇEMİŞGEZEK,17768,898.0,39.041097,38.917454
Uşak,Banaz,BANAZ,18069,987.0,38.7525,29.743611
Uşak,Banaz,BANAZ ORMAN SAHASI,18857,1098.0,38.763889,29.691667
Uşak,Banaz,BANAZ/AHAT KÖYÜ,19171,992.0,38.666,29.7732
Uşak,Banaz,BANAZ/BAHADIR KÖYÜ,18744,1084.0,38.825556,29.784167
Uşak,Banaz,BANAZ/BALTALI KÖYÜ,18640,1278.0,38.823889,29.541944
Uşak,Eşme,EŞME,17827,809.0,38.396305,28.990694
Uşak,Eşme,EŞME/DELİBAŞLI KÖYÜ,18855,490.0,38.603056,28.921111
Uşak,Karahallı,KARAHALLI,18304,905.0,38.324167,29.5425
Uşak,Merkez,UŞAK,17188,919.0,38.671125,29.403955
Uşak,Merkez,UŞAK HAVALİMANI,17185,874.0,38.679921,29.482825
Uşak,Merkez,UŞAK TEKSTİL OSB,18856,660.0,38.666389,29.175
Uşak,Merkez,UŞAK/KAYAAĞIL KÖYÜ,18918,756.0,38.636674,29.29378
Uşak,Merkez,UŞAK/SELVİOĞLU KÖYÜ,19172,1073.0,38.73016,29.32331
Uşak,Merkez,UŞAK/SUSUZÖREN KÖYÜ,18752,927.0,38.532778,29.449167
Uşak,Sivaslı,SİVASLI,18071,990.0,38.498611,29.695278
Uşak,Ulubey,ULUBEY/KURUDERE KÖYÜ,18742,648.0,38.238646,29.187828
Uşak,Ulubey,UŞAK/ULUBEY,18070,730.0,38.416944,29.278611
Van,Bahçesaray,BAHÇESARAY,18235,1648.0,38.119167,42.808056
Van,Bahçesaray,BAHÇESARAY/KARABET TEPESİ,18774,2599.0,38.146389,42.858333
Van,Başkale,BAŞKALE,17880,2286.0,38.0435,44.017333
Van,Başkale,BAŞKALE/ALBAYRAK KÖYÜ,18772,2069.0,38.144818,44.207806
Van,Başkale,BAŞKALE/ÇALDIRAN KÖYÜ,18773,2010.0,37.786944,44.122778
Van,Edremit,VAN BÖLGE,17172,1675.0,38.469147,43.346005
Van,Edremit,VAN FERİT MELEN HAVALİMANI,17170,1665.0,38.459994,43.326168
Van,Erciş,ERCİŞ,17784,1678.0,39.019667,43.338167
Van,Gevaş,GEVAŞ,17852,1694.0,38.296333,43.119667
Van,Gevaş,GEVAŞ/AYDINOCAK KÖYÜ,18778,1887.0,38.384167,42.839167
Van,Gürpınar,GÜRPINAR,18237,1751.0,38.322761,43.407806
Van,Gürpınar,GÜRPINAR/SEVİNDİK KÖYÜ,18776,2179.0,38.306389,43.879167
Van,İpekyolu,İPEKYOLU/ORTANCA KÖYÜ,18780,2245.0,38.556667,43.687778
Van,İpekyolu,İPEKYOLU/YUKARIGÜNEYCE KÖYÜ,18777,2250.0,38.723992,43.753054
Van,Muradiye,MURADİYE,17786,1708.0,38.989833,43.763
Van,Saray,VAN/SARAY,18585,2120.0,38.644167,44.177222
Van,Tuşba,TUŞBA/YÜZÜNCÜ YIL ÜNİVERSİTESİ,19353,1673.0,38.567646,43.290131
Van,Çaldıran,ÇALDIRAN,18238,2055.0,39.137715,43.924444
Van,Çaldıran,ÇALDIRAN/AŞAĞIYANIKTAŞ KÖYÜ,18779,2188.0,39.235474,43.895686
Van,Çaldıran,ÇALDIRAN/BEZİRHANE KÖYÜ,18775,2019.0,39.101667,44.011667
Van,Çatak,ÇATAK,18583,1510.0,37.995642,43.052191
Van,Özalp,ÖZALP,17812,2000.0,38.657333,43.976667
Yalova,Altınova,ALTINOVA,18109,1.0,40.714167,29.509167
Yalova,Altınova,ALTINOVA/AKTOPRAK KÖYÜ,19123,238.0,40.57706,29.47576
Yalova,Armutlu,ARMUTLU,18110,101.0,40.547778,28.840833
Yalova,Merkez,YALOVA,17119,4.0,40.660344,29.28663
Yalova,Merkez,YALOVA ARAŞTIRMA,18948,6.0,40.657778,29.283056
Yalova,Termal,TERMAL,18424,102.0,40.604444,29.196944
Yalova,Çiftlikköy,YALOVA HAVALİMANI,17122,13.0,40.685854,29.370944
Yalova,Çiftlikköy,ÇİFTLİKKÖY/SUGÖREN RADAR MEVKİ,18807,876.0,40.565556,29.371667
Yalova,Çınarcık,ÇINARCIK,17658,16.0,40.642068,29.106033
Yozgat,Akdağmadeni,AKDAĞMADENİ,18209,1508.0,39.666322,35.914794
Yozgat,Akdağmadeni,AKDAĞMADENİ/AKÇAKIŞLA KÖYÜ,18679,1270.0,39.536667,35.642778
Yozgat,Aydıncık,YOZGAT/AYDINCIK,18472,930.0,40.128333,35.279722
Yozgat,Boğazlıyan,BOĞAZLIYAN,17760,1070.0,39.193951,35.255227
Yozgat,Boğazlıyan,BOĞAZLIYAN/OVAKENT BELDESİ,18659,1219.0,39.054167,35.243611
Yozgat,Boğazlıyan,BOĞAZLIYAN/UZUNLU BELDESİ,19195,1184.0,39.259862,35.395873
Yozgat,Kadışehri,KADIŞEHRİ,18475,1067.0,39.995326,35.78665
Yozgat,Merkez,YOZGAT,17140,1301.0,39.824342,34.815914
Yozgat,Merkez,YOZGAT/ESENLİ KÖYÜ,19907,1116.0,39.607979,35.075545
Yozgat,Merkez,YOZGAT/TOPÇU KÖYÜ,18678,1354.0,39.700833,34.809444
Yozgat,Merkez,YOZGAT/ÇADIRARDIÇ BELDESİ,18884,1198.0,39.949229,34.406944
Yozgat,Saraykent,SARAYKENT,18476,1235.0,39.695278,35.525
Yozgat,Sarıkaya,SARIKAYA,18477,1175.0,39.486389,35.346944
Yozgat,Sorgun,SORGUN,17712,1116.0,39.801767,35.180575
Yozgat,Yenifakılı,YENİFAKILI,18479,1055.0,39.206552,34.998353
Yozgat,Yerköy,YERKÖY,19355,773.0,39.66457,34.492111
Yozgat,Yerköy,YERKÖY/HACIUŞAĞI KÖYÜ,19196,963.0,39.805925,34.439183
Yozgat,Yerköy,YERKÖY/SARAY BELDESİ,18886,997.0,39.691464,34.659838
Yozgat,Çandır,ÇANDIR,18473,1218.0,39.232911,35.497545
Yozgat,Çayıralan,ÇAYIRALAN,18474,1400.0,39.305278,35.674722
Yozgat,Çekerek,ÇEKEREK,18208,942.0,40.070833,35.509444
Yozgat,Çekerek,ÇEKEREK/BEYYURDU KÖYÜ,18883,1272.0,39.959167,35.358889
Yozgat,Şefaatli,ŞEFAATLİ,18478,906.0,39.502106,34.743053
Zonguldak,Alaplı,ALAPLI,18265,20.0,41.148611,31.413333
Zonguldak,Devrek,DEVREK,17613,85.0,41.230972,31.972893
Zonguldak,Devrek,DEVREK/ACISU TEPESİ RADAR SAHASI,17018,1112.0,41.181333,31.798518
Zonguldak,Devrek,DEVREK/EĞERCİ BELDESİ,19023,250.0,41.096028,31.834718
Zonguldak,Gökçebey,GÖKÇEBEY,18267,73.0,41.306706,32.151205
Zonguldak,Karadeniz Ereğli,KARADENİZ EREĞLİ,17611,19.0,41.256022,31.434087
Zonguldak,Kilimli,KİLİMLİ,19379,6.0,41.492333,31.835863
Zonguldak,Kozlu,KOZLU,19383,8.0,41.436083,31.737477
Zonguldak,Merkez,ZONGULDAK,17022,135.0,41.449334,31.778335
Zonguldak,Merkez,ZONGULDAK/BEYCUMA,19217,232.0,41.32703,31.97936
Zonguldak,Çaycuma,ZONGULDAK ÇAYCUMA HAVALİMANI,17023,13.0,41.497961,32.089405
Zonguldak,Çaycuma,ÇAYCUMA,19356,78.0,41.419659,32.073523
Çanakkale,Ayvacık,ÇANAKKALE/AYVACIK,18435,341.0,39.607858,26.395833
Çanakkale,Bayramiç,BAYRAMİÇ,18436,92.0,39.814722,26.590556
Çanakkale,Bayramiç,BAYRAMİÇ/KARAKÖY KÖYÜ,18817,310.0,39.836836,26.894318
Çanakkale,Biga,BİGA,18084,34.0,40.233056,27.263611
Çanakkale,Biga,BİGA/KEMER KÖYÜ,17614,56.0,40.408976,27.059993
Çanakkale,Bozcaada,BOZCAADA,17111,30.0,39.832678,26.073161
Çanakkale,Eceabat,ECEABAT MİLLİ PARKI,18580,43.0,40.208333,26.281667
Çanakkale,Ezine,EZİNE,17671,51.0,39.800775,26.343773
Çanakkale,Ezine,EZİNE/ÇAMLICA KÖYÜ ORMAN SAHASI,18819,436.0,39.895505,26.421511
Çanakkale,Gelibolu,GELİBOLU,17773,51.0,40.408056,26.641667
Çanakkale,Gökçeada,GÖKÇEADA,17110,79.0,40.190644,25.906741
Çanakkale,Gökçeada,ÇANAKKALE GÖKÇEADA HAVALİMANI,17109,19.0,40.198757,25.883021
Çanakkale,Lapseki,LAPSEKİ,18438,40.0,40.339737,26.697505
Çanakkale,Merkez,AYVACIK/BEHRAM,19130,109.0,39.497707,26.314548
Çanakkale,Merkez,YENİCE/AŞAĞIÇAVUŞ KÖYÜ,19132,317.0,39.816362,27.109767
Çanakkale,Merkez,YENİCE/TABANKÖY,19131,616.0,40.073442,27.425952
Çanakkale,Merkez,ÇANAKKALE,17112,6.0,40.141428,26.399616
Çanakkale,Merkez,ÇANAKKALE HAVALİMANI,17113,8.0,40.130845,26.416681
Çanakkale,Merkez,ÇANAKKALE/KİRAZLI BELDESİ,18818,375.0,40.040556,26.699722
Çanakkale,Yenice,ÇANAKKALE/YENİCE,18085,245.0,39.934509,27.266687
Çanakkale,Çan,ÇAN,18437,139.0,40.016111,27.056389
Çankırı,Atkaracalar,ATKARACALAR,18249,1292.0,40.820556,33.08
Çankırı,Bayramören,BAYRAMÖREN,18251,1450.0,40.928889,33.2425
Çankırı,Bayramören,BAYRAMÖREN/KAVAKKÖY KÖYÜ,18696,1153.0,41.022222,33.120833
Çankırı,Eldivan,ELDİVAN BELEDİYE,18080,923.0,40.535,33.495
Çankırı,Ilgaz,ILGAZ,17648,885.0,40.915633,33.625782
Çankırı,Ilgaz,ILGAZ DAĞI,19991,1966.0,41.059444,33.722778
Çankırı,Korgun,KORGUN,18252,1042.0,40.736944,33.504444
Çankırı,Kurşunlu,KURŞUNLU,17643,1075.0,40.832828,33.269111
Çankırı,Kurşunlu,KURŞUNLU/DUMANLI KÖYÜ,19211,1417.0,40.69513,33.25144
Çankırı,Kızılırmak,KIZILIRMAK,18079,574.0,40.343611,33.983889
Çankırı,Merkez,ÇANKIRI,17080,755.0,40.608167,33.610231
Çankırı,Merkez,ÇANKIRI/PEHLİVANLI KÖYÜ,18697,940.0,40.578333,33.868056
Çankırı,Merkez,ÇANKIRI/TÜNEY KÖYÜ,19014,706.0,40.360833,33.532778
Çankırı,Orta,ORTA,18253,1321.0,40.631989,33.076797
Çankırı,Orta,ORTA/KAYIÖREN KÖYÜ,18698,1570.0,40.577447,32.949097
Çankırı,Yapraklı,YAPRAKLI,17647,1267.0,40.75894,33.77229
Çankırı,Yapraklı,YAPRAKLI/MÜSELLİM KÖYÜ,19015,1304.0,40.759575,34.016707
Çankırı,Çerkeş,ÇERKEŞ,17646,1126.0,40.815043,32.883403
Çankırı,Çerkeş,ÇERKEŞ/GÖYNÜKÇUKURU KÖYÜ,19016,1221.0,40.829444,32.663611
Çankırı,Çerkeş,ÇERKEŞ/KARACAHÖYÜK KÖYÜ,19210,1178.0,40.945898,33.025468
Çankırı,Şabanözü,ŞABANÖZÜ,17665,1060.0,40.474243,33.285719
Çorum,Alaca,ALACA,18124,941.0,40.161389,34.839444
Çorum,Alaca,ALACA/KARNIKARA KÖYÜ,18703,1220.0,40.030278,35.038889
Çorum,Bayat,BAYAT,18710,1100.0,40.632078,34.270556
Çorum,Boğazkale,BOĞAZKALE,18508,998.0,40.024232,34.6065
Çorum,Dodurga,DODURGA,18509,826.0,40.880556,34.791389
Çorum,İskilip,İSKİLİP,18128,725.0,40.723824,34.480617
Çorum,Kargı,KARGI,18510,446.0,41.138611,34.478333
Çorum,Kargı,KARGI/AKKAYA YAYLASI,18700,1530.0,41.197383,34.639078
Çorum,Laçin,LAÇİN,18511,750.0,40.774686,34.873847
Çorum,Mecitözü,MECİTÖZÜ,18125,868.0,40.517161,35.283646
Çorum,Mecitözü,MECİTÖZÜ/BOĞAZKAYA KÖYÜ,19220,659.0,40.56475,35.44432
Çorum,Mecitözü,MECİTÖZÜ/EMİRBAĞI KÖYÜ,19219,664.0,40.41468,35.27418
Çorum,Merkez,ÇORUM,17084,776.0,40.546117,34.936221
Çorum,Merkez,ÇORUM/AHMEDİYE KÖYÜ,19029,1199.0,40.609444,35.071667
Çorum,Merkez,ÇORUM/BÜYÜKGÜLÜCEK KÖYÜ,18702,1151.0,40.348889,34.754444
Çorum,Merkez,ÇORUM/KONAKLI BELDESİ,18701,937.0,40.62,35.216111
Çorum,Ortaköy,ÇORUM/ORTAKÖY,18129,798.0,40.272222,35.2525
Çorum,Osmancık,OSMANCIK,17652,419.0,40.979171,34.800848
Çorum,Osmancık,OSMANCIK/TEPEYOLALTI KÖYÜ,19027,861.0,40.945833,34.523333
Çorum,Osmancık,OSMANCIK/ÖBEKTAŞ KÖYÜ,19028,795.0,41.027222,34.976111
Çorum,Oğuzlar,OĞUZLAR,18126,684.0,40.744093,34.707266
Çorum,Sungurlu,SUNGURLU,18127,771.0,40.1725,34.401389
Çorum,Uğurludağ,UĞURLUDAĞ,18512,853.0,40.441169,34.460279
Şanlıurfa,Akçakale,AKÇAKALE,17980,365.0,36.7276,38.9473
Şanlıurfa,Akçakale,AKÇAKALE/KORUKLU GAP TOPRAK SU (TAGEM),18172,385.0,36.901389,38.918611
Şanlıurfa,Birecik,BİRECİK,17966,347.0,37.013983,37.971583
Şanlıurfa,Bozova,BOZOVA,17944,622.0,37.3651,38.5134
Şanlıurfa,Ceylanpınar,CEYLANPINAR TİGEM,17968,360.0,36.840599,40.030732
Şanlıurfa,Halfeti,HALFETİ,18170,662.0,37.228432,37.946311
Şanlıurfa,Haliliye,HALİLİYE/ÜNİVERSİTE OSMANBEY KAMPÜSÜ,18173,496.0,37.163889,38.999167
Şanlıurfa,Haliliye,ŞANLIURFA,17270,550.0,37.160455,38.786723
Şanlıurfa,Harran,HARRAN,19270,362.0,36.859159,39.038315
Şanlıurfa,Harran,HARRAN/YENİCE KÖYÜ,19103,470.0,36.807222,39.485558
Şanlıurfa,Hilvan,HİLVAN,17914,589.0,37.582381,38.950717
Şanlıurfa,Karaköprü,KARAKÖPRÜ,19341,692.0,37.263952,38.796174
Şanlıurfa,Karaköprü,ŞANLIURFA GAP HAVALİMANI,17271,825.0,37.438194,38.884693
Şanlıurfa,Siverek,SİVEREK,17912,801.0,37.752191,39.329443
Şanlıurfa,Siverek,SİVEREK/ALANYURT KÖYÜ,19104,738.0,37.403889,39.2975
Şanlıurfa,Siverek,SİVEREK/KARACADAĞ RADAR SAHASI,18922,1946.0,37.715095,39.829292
Şanlıurfa,Siverek,SİVEREK/YENİCELİ KÖYÜ,18788,1057.0,37.637131,39.652695
Şanlıurfa,Suruç,SURUÇ,18171,522.0,37.033333,38.4125
Şanlıurfa,Viranşehir,VİRANŞEHİR,17946,542.0,37.205377,39.781787
Şırnak,Beytüşşebap,BEYTÜŞŞEBAP,18342,1440.0,37.574435,43.160889
Şırnak,Beytüşşebap,BEYTÜŞŞEBAP/BOĞAZÖREN KÖYÜ,18789,1460.0,37.528056,43.018333
Şırnak,Beytüşşebap,BEYTÜŞŞEBAP/KATO DAĞI,19923,2662.0,37.610719,43.045329
Şırnak,Cizre,CİZRE,17950,407.0,37.331478,42.210308
Şırnak,Cizre,ŞIRNAK ŞERAFETTİN ELÇİ HAVALİMANI,17949,618.0,37.370319,42.047515
Şırnak,Güçlükonak,GÜÇLÜKONAK,18336,811.0,37.468889,41.920278
Şırnak,İdil,İDİL,18343,760.0,37.339244,41.901179
Şırnak,Merkez,ŞIRNAK,17287,1269.0,37.520361,42.445099
Şırnak,Merkez,ŞIRNAK/JANDARMA HELİKOPTER PİSTİ,17919,1402.0,37.5175,42.467778
Şırnak,Silopi,SİLOPİ,18344,498.0,37.230933,42.486454
Şırnak,Silopi,SİLOPİ/GÖRÜMLÜ BELDESİ,19271,884.0,37.330625,42.565222
Şırnak,Uludere,ULUDERE,18175,1190.0,37.4475,42.845278
Şırnak,Uludere,ULUDERE/GÜRVİLTEPE,18587,1928.0,37.383686,42.791768
